Date,Temperature,PH,DO,WQI,station_id
2005-02-15,29.0,7.24,6.98,76.01,1
2005-02-15,31.0,7.36,5.0,72.55,2
2005-03-15,28.9,6.31,6.346,67.27,0
2005-03-15,28.7,6.91,7.59,76.59,1
2005-03-15,27.3,6.87,5.67,61.16,2
2005-04-15,29.6,6.07,5.636,64.47,0
2005-04-15,30.0,7.36,6.22,75.86,1
2005-04-15,27.2,7.2,5.65,62.46,2
2005-05-15,29.0,6.09,7.248,71.38,0
2005-05-15,26.8,7.4,7.41,71.81,1
2005-05-15,27.9,6.82,5.5,61.98,2
2005-06-15,27.4,6.41,7.504,69.09,0
2005-06-15,27.2,7.26,7.13,70.88,1
2005-06-15,29.3,7.05,5.56,68.24,2
2005-07-15,28.4,6.45,7.285,71.47,0
2005-07-15,28.5,7.07,6.16,68.94,1
2005-07-15,29.1,7.08,5.39,66.8,2
2005-08-15,27.9,6.57,5.966,63.2,0
2005-08-15,27.6,7.24,7.58,74.58,1
2005-08-15,27.0,7.2,5.38,60.31,2
2005-09-15,28.4,6.53,6.698,68.68,0
2005-09-15,27.8,7.43,7.59,76.32,1
2005-09-15,28.1,7.3,5.77,66.68,2
2005-10-15,24.7,6.32,6.716,55.21,0
2005-10-15,26.3,7.02,7.56,68.93,1
2005-10-15,27.8,7.32,6.13,67.75,2
2005-11-15,26.3,6.24,5.689,54.55,0
2005-11-15,28.8,7.06,5.6,66.83,1
2005-11-15,27.7,6.98,5.52,62.27,2
2005-12-15,24.4,5.0,6.292,44.87,0
2005-12-15,23.1,7.45,5.89,51.3,1
2005-12-15,25.5,7.41,7.3,66.88,2
2006-01-15,25.7,5.67,6.8,55.58,0
2006-01-15,25.5,6.77,7.07,62.23,1
2006-01-15,26.1,6.76,7.02,63.92,2
2006-02-15,25.3,5.65,5.9,49.21,0
2006-02-15,25.3,7.45,6.92,64.34,1
2006-02-15,24.0,7.33,6.87,59.06,2
2006-03-15,27.2,5.5,6.32,57.11,0
2006-03-15,27.1,7.12,6.7,67.45,1
2006-03-15,25.0,7.43,6.25,59.56,2
2006-04-15,28.3,5.56,7.56,67.91,0
2006-04-15,28.5,7.49,6.75,74.4,1
2006-04-15,25.0,6.82,6.58,58.13,2
2006-05-15,26.4,7.41,6.88,67.62,0
2006-05-15,27.2,7.45,6.46,68.22,1
2006-06-15,26.4,5.39,7.39,59.68,0
2006-06-15,26.1,7.1,6.88,64.96,1
2006-06-15,28.3,6.97,5.58,64.56,2
2006-07-15,26.3,5.38,6.21,52.84,0
2006-07-15,24.0,6.78,6.661,54.99,1
2006-07-15,26.4,6.7,6.21,60.18,2
2006-08-15,23.6,7.15,5.989,51.93,0
2006-08-15,25.9,7.22,6.43,62.46,1
2006-09-15,24.4,5.77,6.63,50.81,0
2006-09-15,29.2,6.85,6.569,72.37,1
2006-09-15,24.8,7.03,6.85,60.05,2
2006-10-15,24.2,6.13,5.78,47.39,0
2006-10-15,25.3,7.15,5.63,55.69,1
2006-10-15,24.4,7.12,6.2,55.62,2
2006-11-15,28.3,5.52,6.66,62.78,0
2006-11-15,26.4,6.67,6.06,59.2,1
2006-11-15,28.1,6.57,5.56,61.66,2
2006-12-15,26.1,7.3,7.173,67.62,0
2006-12-15,27.3,6.9,5.548,60.65,1
2006-12-15,25.2,7.15,6.25,58.75,2
2007-01-15,26.3,7.02,6.076,60.81,0
2007-01-15,30.6,6.77,7.54,81.97,1
2007-01-15,26.2,7.18,6.28,62.44,2
2007-02-15,26.7,6.87,7.063,66.76,0
2007-02-15,30.7,6.9,7.057,80.36,1
2007-02-15,26.7,7.23,6.35,64.77,2
2007-03-15,31.3,6.25,7.484,81.26,0
2007-03-15,29.0,7.1,6.885,74.75,1
2007-03-15,30.8,7.1,5.56,73.56,2
2007-04-15,27.8,6.58,6.48,65.73,0
2007-04-15,27.1,7.16,7.474,71.9,1
2007-04-15,31.8,7.2,5.48,77.02,2
2007-05-15,31.3,6.46,6.66,77.87,0
2007-05-15,28.2,7.37,6.385,70.75,1
2007-05-15,31.3,7.25,5.62,76.37,2
2007-06-15,26.8,5.58,7.43,62.26,0
2007-06-15,27.7,7.5,6.907,72.62,1
2007-06-15,28.0,7.4,5.87,67.42,2
2007-07-15,28.1,6.21,6.16,63.03,0
2007-07-15,27.8,7.0,6.388,67.46,1
2007-07-15,28.2,6.77,6.1,66.01,2
2007-08-15,27.7,6.43,6.12,62.63,0
2007-08-15,27.5,6.73,6.66,66.51,1
2007-08-15,28.3,6.88,6.15,67.2,2
2007-09-15,27.5,6.85,5.87,62.82,0
2007-09-15,28.2,6.82,6.99,71.15,1
2007-09-15,27.4,6.86,6.12,63.9,2
2007-10-15,27.7,6.2,6.66,64.37,0
2007-10-15,30.0,6.3,5.82,68.04,1
2007-10-15,27.7,6.45,6.12,62.74,2
2007-11-15,28.0,5.56,7.57,66.96,0
2007-11-15,28.0,6.45,6.62,66.48,1
2007-11-15,28.7,6.56,6.24,67.34,2
2007-12-15,30.0,6.25,6.96,74.02,0
2007-12-15,29.7,6.53,6.6,72.52,1
2007-12-15,29.5,6.5,6.36,70.38,2
2008-01-15,28.7,6.28,6.7,68.38,0
2008-01-15,28.8,7.03,7.42,76.63,1
2008-01-15,27.2,6.79,5.69,60.5,2
2008-02-15,28.7,6.35,6.3,66.56,0
2008-02-15,29.1,6.51,7.46,75.1,1
2008-02-15,26.4,6.5,4.28,48.55,2
2008-03-15,27.9,5.56,7.54,66.46,0
2008-03-15,28.1,6.76,7.44,72.95,1
2008-03-15,26.8,6.75,1.9,38.2,2
2008-04-15,28.2,5.48,7.59,67.32,0
2008-04-15,29.1,6.93,7.53,77.72,1
2008-04-15,29.1,6.79,4.25,59.02,2
2008-05-15,27.5,5.62,7.16,63.35,0
2008-05-15,28.5,6.72,6.4,68.4,1
2008-05-15,28.9,6.71,5.62,65.42,2
2008-06-15,26.8,5.87,6.73,59.97,0
2008-06-15,29.7,6.45,6.401,71.01,1
2008-06-15,30.0,6.39,5.87,68.79,2
2008-07-15,27.8,6.1,7.12,66.69,0
2008-07-15,29.4,6.75,6.481,72.03,1
2008-07-15,29.9,6.82,6.1,72.0,2
2008-08-15,28.9,6.15,6.26,65.95,0
2008-08-15,29.7,6.4,6.38,70.63,1
2008-08-15,27.2,6.47,6.15,61.32,2
2008-09-15,28.4,6.12,6.98,68.05,0
2008-09-15,28.4,6.68,6.386,67.77,1
2008-09-15,28.2,6.75,6.12,66.01,2
2008-10-15,28.2,6.12,7.59,70.71,0
2008-10-15,28.6,6.48,6.27,66.75,1
2008-10-15,28.2,6.49,6.12,64.63,2
2008-11-15,28.2,6.24,6.22,63.85,0
2008-11-15,25.6,6.64,6.666,59.66,1
2008-11-15,27.4,6.73,6.24,63.87,2
2008-12-15,27.4,6.36,7.41,68.31,0
2008-12-15,27.5,6.92,6.234,65.18,1
2008-12-15,29.1,6.85,5.82,67.93,2
2009-01-15,25.9,5.69,7.13,58.17,0
2009-01-15,27.7,6.85,6.526,67.08,1
2009-01-15,27.7,6.8,5.344,60.35,2
2009-02-15,26.0,4.28,6.16,45.71,0
2009-02-15,26.5,6.55,7.452,66.52,1
2009-02-15,25.1,7.05,5.363,53.02,2
2009-03-15,28.0,1.9,7.01,44.47,0
2009-03-15,27.7,6.5,7.503,70.57,1
2009-03-15,27.1,6.52,5.623,58.37,2
2009-04-15,27.9,4.25,7.51,59.34,0
2009-04-15,25.6,6.4,6.614,58.1,1
2009-04-15,27.6,6.95,3.759,52.13,2
2009-05-15,25.0,5.62,7.56,57.12,0
2009-05-15,27.4,6.7,6.102,62.96,1
2009-05-15,27.6,6.82,2.545,44.8,2
2009-06-15,26.7,5.87,7.57,64.23,0
2009-06-15,25.9,6.85,5.829,57.21,1
2009-06-15,26.4,7.1,3.367,46.74,2
2009-07-15,25.9,6.1,7.58,62.81,0
2009-07-15,26.1,7.12,6.316,61.98,1
2009-07-15,27.3,6.85,3.858,51.13,2
2009-08-15,27.3,6.15,7.59,67.84,0
2009-08-15,25.3,7.03,6.252,58.46,1
2009-08-15,25.8,6.75,5.951,57.01,2
2009-09-15,25.7,6.12,7.56,62.13,0
2009-09-15,25.7,7.11,6.638,62.34,1
2009-09-15,25.0,6.72,3.485,40.66,2
2009-10-15,25.1,6.12,5.6,49.38,0
2009-10-15,26.8,6.82,6.211,62.17,1
2009-10-15,25.4,6.63,4.346,46.24,2
2009-11-15,26.3,6.24,5.89,55.65,0
2009-11-15,29.2,7.0,6.276,71.56,1
2009-11-15,27.7,6.82,5.161,59.45,2
2009-12-15,25.3,5.82,7.07,56.51,0
2009-12-15,26.8,6.9,7.372,68.95,1
2009-12-15,26.9,6.96,5.398,58.8,2
2010-01-15,28.3,5.344,6.92,63.27,0
2010-01-15,25.7,7.23,7.571,68.09,1
2010-01-15,25.9,7.2,6.55,63.01,2
2010-02-15,27.4,5.363,6.7,59.13,0
2010-02-15,28.5,7.68,6.936,76.43,1
2010-02-15,26.6,7.82,6.13,66.36,2
2010-03-15,27.3,5.623,6.75,60.45,0
2010-03-15,29.8,7.29,7.297,80.71,1
2010-03-15,28.6,7.12,6.03,68.83,2
2010-04-15,26.7,3.759,6.88,49.25,0
2010-04-15,25.1,7.53,7.28,66.06,1
2010-04-15,26.6,7.28,5.89,62.18,2
2010-05-15,28.3,2.545,6.88,48.19,0
2010-05-15,28.2,7.58,6.77,73.98,1
2010-05-15,27.5,7.47,5.79,65.67,2
2010-06-15,29.9,3.367,6.661,56.74,0
2010-06-15,29.5,7.95,6.05,76.38,1
2010-06-15,27.4,7.71,7.03,73.4,2
2010-07-15,27.4,3.858,5.989,47.25,0
2010-07-15,27.2,7.63,6.95,71.86,1
2010-07-15,28.0,7.01,7.11,72.14,2
2010-08-15,26.0,5.951,7.43,61.53,0
2010-08-15,26.7,7.57,5.87,63.95,1
2010-08-15,27.5,7.47,6.64,70.32,2
2010-09-15,27.6,3.485,5.92,45.57,0
2010-09-15,27.1,7.21,5.87,63.38,1
2010-09-15,27.8,7.45,6.18,68.71,2
2010-10-15,28.6,4.346,7.12,60.07,0
2010-10-15,27.1,6.54,5.88,59.88,1
2010-10-15,26.4,6.89,6.34,61.9,2
2010-11-15,27.4,5.161,7.05,59.98,0
2010-11-15,27.0,7.08,6.29,64.65,1
2010-11-15,25.9,7.23,6.31,61.86,2
2010-12-15,26.2,5.398,6.6,54.73,0
2010-12-15,26.7,7.11,6.54,65.17,1
2010-12-15,26.1,6.59,6.22,58.64,2
2011-01-15,26.9,6.55,6.63,63.37,0
2011-01-15,27.7,7.03,6.13,65.87,1
2011-01-15,28.4,6.83,6.54,69.41,2
2011-02-15,27.7,6.13,5.99,60.33,0
2011-02-15,26.7,7.63,5.98,64.87,1
2011-02-15,26.9,6.88,6.51,64.46,2
2011-03-15,27.1,6.03,6.49,60.51,0
2011-03-15,26.6,7.3,7.47,70.93,1
2011-03-15,27.1,7.14,5.77,62.46,2
2011-04-15,27.7,5.89,7.43,66.93,0
2011-04-15,28.3,7.34,6.18,69.81,1
2011-04-15,27.6,6.56,5.99,62.27,2
2011-05-15,27.4,5.79,6.95,62.77,0
2011-05-15,27.5,6.57,6.662,65.67,1
2011-05-15,27.0,6.59,6.46,62.98,2
2011-06-15,27.9,7.03,6.75,69.94,0
2011-06-15,27.3,7.4,7.55,74.26,1
2011-06-15,26.5,6.49,5.76,56.94,2
2011-07-15,28.0,7.11,6.8,70.97,0
2011-07-15,26.7,7.22,7.559,71.33,1
2011-07-15,27.8,7.42,6.48,70.19,2
2011-08-15,28.0,6.64,7.1,70.12,0
2011-08-15,27.5,7.4,7.537,74.86,1
2011-08-15,26.8,7.5,6.69,68.4,2
2011-09-15,27.5,6.18,7.14,66.21,0
2011-09-15,27.5,6.83,6.266,64.88,1
2011-09-15,26.5,6.71,5.69,57.72,2
2011-10-15,26.8,6.34,7.29,65.53,0
2011-10-15,27.2,7.36,6.021,65.34,1
2011-10-15,27.5,7.05,6.34,66.45,2
2011-11-15,26.7,6.31,7.53,66.34,0
2011-11-15,27.01,7.16,6.281,65.06,1
2011-11-15,27.2,6.88,5.36,59.18,2
2011-12-15,28.4,6.22,7.29,70.28,0
2011-12-15,27.69,6.97,6.22,66.01,1
2011-12-15,27.6,6.96,5.41,61.22,2
2012-01-15,27.16,6.54,7.14,66.98,0
2012-01-15,28.17,7.2,7.42,75.42,1
2012-01-15,27.09,6.83,5.49,59.25,2
2012-02-15,27.48,6.51,7.06,67.46,0
2012-02-15,28.19,7.47,6.346,71.04,1
2012-02-15,27.98,7.14,5.14,61.98,2
2012-03-15,27.93,5.77,6.43,61.6,0
2012-03-15,27.78,7.13,5.636,63.97,1
2012-03-15,28.27,7.21,6.71,71.92,2
2012-04-15,28.13,5.99,6.5,63.82,0
2012-04-15,28.05,7.15,7.248,73.8,1
2012-04-15,28.33,7.29,5.15,64.01,2
2012-05-15,27.91,6.46,7.05,68.59,0
2012-05-15,27.6,7.39,7.504,74.96,1
2012-05-15,27.8,7.13,5.87,65.31,2
2012-06-15,27.8,5.76,6.97,64.06,0
2012-06-15,27.63,6.71,7.285,70.26,1
2012-06-15,28.06,7.06,5.14,61.82,2
2012-07-15,28.33,6.48,5.68,62.61,0
2012-07-15,27.14,6.83,5.966,62.03,1
2012-07-15,28.22,7.08,5.2,62.8,2
2012-08-15,28.34,6.69,6.8,69.89,0
2012-08-15,27.81,6.95,6.698,68.92,1
2012-08-15,27.8,7.21,6.87,71.21,2
2012-09-15,27.8,5.69,5.5,55.65,0
2012-09-15,27.91,7.38,6.716,71.64,1
2012-09-15,27.17,7.17,5.47,61.22,2
2012-10-15,27.72,6.34,5.06,56.42,0
2012-10-15,27.93,7.45,5.689,66.46,1
2012-10-15,28.37,6.85,5.31,62.68,2
2012-11-15,27.72,5.36,6.01,56.42,0
2012-11-15,27.2,7.77,6.292,69.0,1
2012-11-15,27.8,6.76,6.81,68.5,2
2012-12-15,27.21,5.41,6.06,55.24,0
2012-12-15,28.6,7.21,6.8,73.52,1
2012-12-15,27.57,6.63,6.66,66.21,2
2013-01-15,28.3,5.49,6.56,62.07,0
2013-01-15,29.1,6.52,5.9,66.62,1
2013-01-15,27.7,6.73,5.11,58.69,2
2013-02-15,29.2,5.14,7.33,67.46,0
2013-02-15,27.6,7.28,6.32,67.9,1
2013-02-15,28.2,6.83,5.85,64.96,2
2013-03-15,29.0,6.71,7.01,73.37,0
2013-03-15,27.4,6.84,7.56,71.68,1
2013-03-15,28.0,7.29,5.67,65.74,2
2013-04-15,28.4,5.15,6.57,60.66,0
2013-04-15,28.3,6.65,7.39,72.77,1
2013-04-15,28.9,6.65,5.71,65.59,2
2013-05-15,27.6,5.87,6.48,61.29,0
2013-05-15,28.6,7.1,6.21,69.71,1
2013-05-15,28.7,7.18,5.56,66.91,2
2013-06-15,27.6,5.14,7.42,62.56,0
2013-06-15,27.7,7.51,6.63,71.15,1
2013-06-15,28.6,7.28,6.28,71.05,2
2013-07-15,29.1,5.2,6.97,65.47,0
2013-07-15,29.0,7.15,5.78,68.97,1
2013-07-15,27.5,7.23,6.33,67.35,2
2013-08-15,27.6,6.87,6.73,67.97,0
2013-08-15,28.4,7.38,6.66,72.99,1
2013-08-15,28.9,6.9,6.59,71.74,2
2013-09-15,28.2,5.47,6.83,63.1,0
2013-09-15,27.7,7.21,7.173,72.53,1
2013-09-15,28.6,7.32,6.56,72.79,2
2013-10-15,28.5,5.31,7.08,64.63,0
2013-10-15,28.6,6.53,6.076,65.95,1
2013-10-15,27.3,6.49,5.9,60.4,2
2013-11-15,28.2,6.81,6.35,67.59,0
2013-11-15,28.8,6.48,7.063,71.76,1
2013-11-15,28.4,6.74,6.46,68.49,2
2013-12-15,27.4,6.66,6.67,65.85,0
2013-12-15,27.6,7.14,7.484,73.53,1
2013-12-15,28.3,6.6,5.05,59.7,2
2014-01-15,28.8,5.11,6.66,62.28,0
2014-01-15,30.3,7.08,6.48,76.81,1
2014-01-15,29.0,6.52,5.59,64.58,2
2014-02-15,27.4,5.85,5.86,57.12,0
2014-02-15,30.4,6.89,6.66,77.12,1
2014-02-15,27.7,6.63,5.46,60.08,2
2014-03-15,28.9,5.67,6.48,64.61,0
2014-03-15,29.5,7.0,7.43,78.89,1
2014-03-15,29.9,6.78,5.62,69.16,2
2014-04-15,30.7,5.71,7.02,73.84,0
2014-04-15,29.8,6.98,6.16,72.84,1
2014-04-15,31.1,6.51,4.84,67.5,2
2014-05-15,29.6,5.56,6.885,68.6,0
2014-05-15,29.2,6.52,6.12,68.16,1
2014-05-15,30.4,6.6,5.35,68.41,2
2014-06-15,28.9,6.28,7.474,73.29,0
2014-06-15,29.8,6.92,5.87,70.93,1
2014-06-15,28.5,6.5,5.54,62.52,2
2014-07-15,27.5,6.33,6.385,62.88,0
2014-07-15,27.0,6.53,6.66,63.76,1
2014-07-15,27.9,6.3,6.05,62.23,2
2014-08-15,29.2,6.59,6.907,72.84,0
2014-08-15,28.6,7.04,7.57,76.84,1
2014-08-15,29.3,6.96,5.6,67.98,2
2014-09-15,29.2,6.56,6.388,69.84,0
2014-09-15,29.7,7.19,6.96,78.0,1
2014-09-15,29.3,7.08,6.47,73.38,2
2014-10-15,28.3,5.9,6.66,64.79,0
2014-10-15,28.4,7.12,6.7,71.82,1
2014-10-15,29.6,7.62,5.78,73.48,2
2014-11-15,28.5,6.46,6.99,70.25,0
2014-11-15,27.3,7.12,6.3,65.93,1
2014-11-15,28.2,6.95,6.05,66.69,2
2014-12-15,27.3,5.05,5.82,52.32,0
2014-12-15,29.0,7.02,7.54,77.91,1
2014-12-15,27.8,6.96,5.3,61.29,2
2015-01-15,28.6,5.59,6.62,63.94,0
2015-01-15,28.8,7.19,7.59,78.41,1
2015-01-15,28.9,6.94,5.88,68.06,2
2015-02-15,28.8,5.46,6.6,63.81,0
2015-02-15,31.3,6.89,7.16,82.89,1
2015-02-15,28.1,6.93,6.69,69.75,2
2015-03-15,29.9,5.62,7.42,72.85,0
2015-03-15,30.6,6.95,6.73,78.49,1
2015-03-15,28.8,7.13,5.56,66.98,2
2015-04-15,28.8,4.84,7.46,65.23,0
2015-04-15,28.7,7.27,7.12,75.93,1
2015-04-15,31.2,7.27,5.24,74.06,2
2015-05-15,30.1,5.35,7.44,72.2,0
2015-05-15,28.3,7.1,6.26,68.97,1
2015-05-15,29.8,6.71,5.69,68.83,2
2015-06-15,29.3,5.54,7.53,71.01,0
2015-06-15,28.3,7.09,6.98,72.86,1
2015-06-15,28.4,7.55,6.75,74.38,2
2015-07-15,29.8,6.05,6.4,69.22,0
2015-07-15,29.0,7.29,7.59,79.62,1
2015-07-15,28.2,7.27,7.24,74.9,2
2015-08-15,27.9,5.6,6.401,60.44,0
2015-08-15,29.4,6.95,6.22,71.66,1
2015-08-15,28.3,6.55,7.18,71.09,2
2015-09-15,27.6,6.47,6.481,64.48,0
2015-09-15,28.9,6.96,7.41,76.55,1
2015-09-15,27.9,6.74,7.76,73.93,2
2015-10-15,27.3,5.78,6.38,59.26,0
2015-10-15,28.5,6.99,7.13,73.82,1
2015-10-15,29.0,6.65,6.43,69.87,2
2015-11-15,27.7,6.05,6.386,62.07,0
2015-11-15,25.1,6.87,6.16,56.43,1
2015-11-15,27.8,6.42,6.17,63.19,2
2015-12-15,29.3,5.3,6.27,62.84,0
2015-12-15,26.0,6.59,7.01,62.63,1
2015-12-15,28.8,6.76,6.14,68.2,2
2016-01-15,25.2,5.88,6.666,54.28,0
2016-01-15,26.7,7.494,7.51,72.52,1
2016-01-15,25.2,7.316,4.65,50.87,2
2016-02-15,26.3,6.69,6.234,59.92,0
2016-02-15,26.8,7.155,7.56,71.33,1
2016-02-15,25.8,7.362,5.74,59.1,2
2016-03-15,26.8,5.56,6.526,57.2,0
2016-03-15,26.8,7.523,7.57,73.34,1
2016-03-15,26.8,7.241,4.73,56.3,2
2016-04-15,26.8,5.24,7.452,60.57,0
2016-04-15,25.1,7.9,7.58,69.67,1
2016-04-15,26.8,7.6,5.38,61.76,2
2016-05-15,26.8,5.69,7.503,63.24,0
2016-05-15,26.8,7.967,7.59,75.8,1
2016-05-15,25.4,7.488,6.39,61.98,2
2016-06-15,25.1,6.75,6.614,58.28,0
2016-06-15,25.6,7.318,7.56,68.16,1
2016-06-15,25.1,7.275,5.7,56.06,2
2016-07-15,26.8,7.24,6.102,63.8,0
2016-07-15,26.7,7.931,5.6,64.38,1
2016-07-15,26.8,7.796,6.36,68.16,2
2016-08-15,26.7,7.18,5.829,61.65,0
2016-08-15,26.5,7.972,5.89,65.52,1
2016-08-15,26.7,7.613,5.58,62.59,2
2016-09-15,26.5,7.76,6.316,66.72,0
2016-09-15,26.3,7.793,7.07,70.35,1
2016-09-15,26.8,7.348,5.6,61.63,2
2016-10-15,26.8,6.43,6.252,60.32,0
2016-10-15,26.0,7.258,6.92,65.68,1
2016-10-15,26.4,7.28,6.07,62.49,2
2016-11-15,25.5,6.17,6.638,56.68,0
2016-11-15,28.23,7.296,6.7,72.19,1
2016-11-15,26.1,7.258,6.24,62.3,2
2016-12-15,26.0,6.14,6.211,55.87,0
2016-12-15,28.67,7.225,6.75,73.56,1
2016-12-15,26.1,6.993,4.67,52.3,2
2017-01-15,27.2,4.65,6.276,52.35,0
2017-01-15,30.77,6.52,6.88,77.61,1
2017-01-15,26.83,6.46,5.34,55.59,2
2017-02-15,28.26,5.74,7.372,67.71,0
2017-02-15,29.17,6.51,6.88,72.16,1
2017-02-15,28.08,6.49,4.62,56.02,2
2017-03-15,28.56,4.73,7.571,64.45,0
2017-03-15,29.11,7.33,6.661,75.12,1
2017-03-15,30.07,7.27,5.27,70.42,2
2017-04-15,29.28,5.38,6.936,66.84,0
2017-04-15,28.43,6.81,5.989,66.39,1
2017-04-15,29.85,6.74,5.29,66.97,2
2017-05-15,31.23,6.39,7.297,80.75,0
2017-05-15,29.7,6.78,6.569,73.68,1
2017-05-15,29.84,6.72,5.89,70.12,2
2017-06-15,27.93,5.7,7.28,65.88,0
2017-06-15,27.94,6.55,5.63,61.39,1
2017-06-15,30.04,6.44,5.88,69.25,2
2017-07-15,29.16,6.36,6.77,70.73,0
2017-07-15,27.03,6.49,6.06,60.36,1
2017-07-15,29.1,6.51,5.19,62.68,2
2017-08-15,28.87,5.58,6.05,61.68,0
2017-08-15,27.58,6.44,5.548,59.15,1
2017-08-15,29.14,6.36,6.15,67.27,2
2017-09-15,27.51,5.6,6.95,62.13,0
2017-09-15,28.2,6.46,7.54,72.25,1
2017-09-15,29.03,6.39,6.19,67.28,2
2017-10-15,28.34,6.07,5.87,61.51,0
2017-10-15,29.09,6.71,7.057,73.93,1
2017-10-15,27.37,6.65,5.3,58.2,2
2017-11-15,28.26,6.24,5.87,62.14,0
2017-11-15,27.5,6.81,6.99,68.74,1
2017-11-15,28.54,6.79,4.84,60.36,2
2017-12-15,29.2,4.67,5.88,57.03,0
2017-12-15,29.2,6.66,6.716,72.16,1
2017-12-15,29.24,6.64,4.67,60.99,2
2018-01-15,29.1,5.34,6.29,62.49,0
2018-01-15,29.8,6.93,6.34,73.56,1
2018-01-15,26.8,7.53,4.61,57.17,2
2018-02-15,29.0,4.62,6.54,59.7,0
2018-02-15,28.9,7.71,5.91,72.32,1
2018-02-15,27.5,7.33,4.6,58.41,2
2018-03-15,28.9,5.27,6.13,60.57,0
2018-03-15,29.2,7.7,6.243,75.1,1
2018-03-15,30.6,7.76,5.44,75.73,2
2018-04-15,28.9,5.29,5.98,59.85,0
2018-04-15,29.1,6.91,5.71,67.65,1
2018-04-15,29.0,8.08,5.64,73.14,2
2018-05-15,29.7,5.89,7.47,73.89,0
2018-05-15,28.9,7.53,6.67,75.52,1
2018-05-15,30.5,6.58,5.96,71.98,2
2018-06-15,29.5,5.88,6.18,66.1,0
2018-06-15,29.8,7.53,6.67,78.55,1
2018-06-15,30.0,7.37,4.92,68.8,2
2018-07-15,29.5,5.19,6.662,65.08,0
2018-07-15,28.9,7.62,6.67,76.0,1
2018-07-15,29.5,7.35,6.1,73.47,2
2018-08-15,28.8,6.15,7.55,72.68,0
2018-08-15,27.6,7.62,6.621,71.35,1
2018-08-15,28.5,7.56,5.32,66.94,2
2018-09-15,29.0,6.19,7.559,73.61,0
2018-09-15,28.1,7.31,7.43,75.82,1
